0
"Infinity Ward,Sledgehammer Games,Aspyr (Mac)"
"Team Bondi,Rockstar Leeds"
Final Form Games
Trendy Entertainment
Cipher Prime Studios
Digital Reality
Rocksteady Studios
Stardock Entertainment
"KrossRails,Dovetail Games"
Reloaded Productions
Wadjet Eye Games
Team 6 Studios
"Vicious Cycle Software, Inc."
"Gaslamp Games, Inc."
Frozenbyte
ASTRO PORT
Lionhead Studios
Avalanche Studios
"D3Publisher of America, Inc."
Unigine Corp.
NeocoreGames
NEOCORE GAMES
Lizsoft
"Coreplay GmbH,Bigmoon Studios"
RichMakeGame
Q-Games Ltd.
Owlchemy Labs
Puppygames
"WXP Games, LLC"
Thomson Interactive
Trashmasters
Little Green Men Games
Hitbox Team
Wild Shadow Studios
Brandon Brizzi
"UBIart Montpellier,Feral Interactive (Mac)"
Med-Art
virtualRailroads
Strange Loop Games
Cobra Mobile
Bootsnake Games
Aerosoft GmbH
Tribute Games Inc.
Most Wanted Entertainment
Trickstar Games
Nimbly Games
3 Sprockets
Strawdog Studios Ltd
Nihon Falcom
Eden Industries
PomPom Games
Trapdoor Inc.
"Big Huge Games,38 Studios"
Pendulo Studios
Pixelante Game Studios
Reality Pump
BUGBEAR
Longbow Games
Cyanide
David Williamson
TAO
BitSits Games
Serious Brothers
TikGames
Love Conquers All Games
Signal Studios
Coreplay GmbH
Black Market Games
Slant Six Games
Sigma Team Inc.
Rockstar Studios
"Standing Stone Games, LLC"
BlinkWorks Media
TT Games
Airtight Games
Nexon
"Infinity Ward,Sledgehammer Games,Raven Software,Aspyr (Mac)"
Zeboyd Games
Daedalic Entertainment
"Ubisoft Paris,Red Storm Entertainment"
Hi-Rez Studios
Larian Studios
Sakari Indie &amp; GriN
"Capcom U.S.A., Inc."
Limbic Entertainment GmhH
"Capcom U.S.A., Inc"
Overhaul Games
Sidhe
KING Art
Misfits Attic
Tennen-sozai
"Remedy Entertainment Ltd.,Mountain Sheep Inc.,Cornfox &amp; Brothers Ltd."
United Front Games
Fishlabs Entertainment GmbH
"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)"
Soldak Entertainment
Big Robot Ltd
Digital Train Model
"Monolith Productions, Inc."
Eyebrow Interactive
Freebird Games
"Rocksteady Studios,Feral Interactive (Mac)"
Aleksey Abramenko
Capybara Games
Blit Software
Ronimo Games
Limbic Entertainment GmbH
Edelweiss
Pilgway
Data Realms
"Gearbox Software,Aspyr (Mac &amp; Linux)"
Ubisoft - San Francisco
Ratloop Asia
2x2 Games
Lukewarm Media
Black Forest Games
Zeal Game Studio
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
Dennaton Games
Gravity Interactive
Running With Scissors
Codemasters Birmingham
Camel101 LLC
Ankama
Neko Entertainment
Acquire
I-deal Games
Io-Interactive A/S
IonFx
Curve Studios
Core Design
SimBin Studios AB
Wormwood Studios
NEXON Korea Corp.
Spry Fox LLC
Gaming Minds
Mind Over Matter Studios
Ascaron
Subatomic Studios LLC
Studio X Labs
"Ironclad Games,Stardock Entertainment"
Born Ready Games Ltd.
NAMCO
Ninja Theory
"Hidden Path Entertainment, Inc."
Cadenza Interactive
Internal Games
Futuremark
Focus Home Interactive
Megadev
Jet Set Games
PV Games
Degica
Geoff Keighley
"Radial Games Corp,Dejobaan Games, LLC"
Colin Northway with art by Thomas Shahan
Enigma SP
Cyanide Montreal
24 Caret Games
KrossRails
"Redlynx Ltd,Ubisoft  Shanghaï"
Ankama Play
Carbon Games
Zeptolab UK Limited
"Sean Han Tani,Joni Kittaka"
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
Shiro Games
"Eric Chahi,DotEmu"
Geniaware Srl
Artifice Studio
Digital Traction
Zeroscale
Minority Media Inc.
Bossa Studios
Square Enix
Old School Games
Snowbird Games
Southend
Spiders
Zero Sum Games
Adam Foster
Crocodile Entertainment
Treexy
MeshTools
Abbey Games
Digital Leisure Inc.
Point Five Projects
Enterbrain
DONTNOD Entertainment
Candygun Games
March Entertainment
Actalogic
Mousechief
"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
G-TraX
Behold Studios
Iron Galaxy Studios
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
"NetherRealm Studios,High Voltage Software"
"Gravity, Inc."
Ian Campbell
Dragonfly
Nadeo
General Arcade
"Codemasters Racing,Feral Interactive (Mac)"
Ludosity
Harebrained Schemes
Games Distillery s.r.o.
Zen Studios
Crafty Studios
17-BIT
MercurySteam - Climax Studios
Star Gem Inc.
Interceptor Entertainment
Pwnee Studios
Eagle Dynamics SA
Cockroach Inc.
Threaks
WayForward
Full Control Studios
Michael Todd Games
Spark Unlimited
"Double Eleven,Q-Games Ltd."
Deep Silver Volition
Witch Beam
Might and Delight
Geeta Games
Chainsawesome Games
Dumb and Fat Games
FullPowerSideAttack.com
U.S. Army
Greenheart Games
Zombie Studios
Priority Interrupt
Red Barrels
Santa Ragione
"SEGA Studios Australia,Feral Interactive (Mac)"
777 Studios
Runewaker
Milestone S.r.l.
ARTDINK
Impromptu Games
Phoenix Online Studios
"Mediatonic,The Irregular Corporation"
Belsimtek
North of Earth
FreakZone Games
Zootfly
Saibot Studios
Tate Multimedia
"Mine Loader Software Co., Ltd."
Pieces Interactive
5th Cell Media
CI Games
Kot in Action Creative Artel
MagicalTimeBean
Influenzo
Galactic Cafe
Studio Bean
Topware Interactive
Nocturnal works
ClockStone
Lucky Frame
Carlsen Games
Mad Orange
InterWave Studios
Cyberdreams
sparsevector
"SNK Games,Elemental Games,Katauri Interactive"
Nifflas' Games
"Eidos Montreal,Feral Interactive (Mac)"
"Monochrome, Inc"
Scientifically Proven
BetaDwarf
Blue Isle Studios
Exato Games Studio
Wales Interactive
"Darkworks,Spiral House"
"Eden Games,Hydravision Entertainment"
Modern Dream
Rising Star Games
"Firaxis Games,Aspyr (Mac and Linux)"
Undead Labs
"Jackbox Games, Inc."
Infinity Ward
Firaxis
Transhuman Design
"SkyBox Labs,Forgotten Empires"
QCF Design
"Hopoo Games, LLC"
Hanako Games
The Indie Stone
Filament Games
Arkedo
Exor Studios
"WB Games Montreal,Splash Damage"
FarSight Studios
TORaIKI
2Play
Space Bullet Dynamics Corporation
Chronic Logic
Flyleap Studios Pty. Ltd.
Triple.B.Titles
8888888 LABS
PolyPusher Studios
2K Marin
Axis Game Factory LLC
Xtal Sword
Space Budgie
Victory Works
Renegade Kid
DotEmu
TML Studios
Storybird
Darkling Room
Simon Roth
Studio V5
Allgraf
Harvester Games
D-Pad Studio
Awesome Games Studio
Illwinter Game Design
Clickteam
Upper Byte
Crescent Moon Games
Agharta Studio
SeeThrough Studios
WildTangent
2DArray
Dreamatrix
Netcore Games
"The Collective,General Arcade"
OVERKILL - a Starbreeze Studio.
Spicyhorse
BrainDistrict
United Independent Entertainment GmbH
Spicy Horse Games
Mindware Studios
Interdimensional Games Inc
Messhof
"Hassey Enterprises, Inc."
Yakiniku Banzai
Ubisoft Sofia
Winter Wolves
Arc System Works
Rage Software
"THQ Nordic,Mind Over Matter Studios"
Sumom Games
Alan Edwardes
New World Interactive
Xiotex Studios Ltd
Ultra Runaway Games
Xiotex Studios
"Elias Viglione,Jussi Kukkonen"
Avidly Wild Games
Jason Rohrer
Mighty Rabbit Studios
Oxide Games
BumpkinBrothers
Revultive Games
grapefrukt games
Senscape
Young Horses
"Dugan,Gabor,Electric Cafe"
Squid In A Box Ltd
Power Up Audio
Origin8
"Culture Attack Studio,Tyler Doak"
Idea Factory
GTGD
Akella
Limasse Five
Milepost Simulations
Krillbite Studio
Basilisk Games
Popcannibal
"SNK CORPORATION,DotEmu"
Doppler Interactive
Shining Rock Software LLC
Treasure
Matthew Brown
Screaming Bee
"Damian Sommer,Emily Carroll"
NAMCO BANDAI Studio Inc.
Matt Roszak
Last Dimension
MercurySteam
Nomad Games
Snowed In Studios
3000AD
BANDAI NAMCO Studio Inc.
Squinkifer Productions
Squinky and the Squinkettes
"Daedalic Entertainment,Irresponsible Games"
Matt Thorson
Burian Media Enterprises
"International Games System, Co., LTD."
Cloud 9 Studio
ComiPo! LLP
Tortuga Team
Thomas Bowker
Sherman3D
Vlambeer
bitSmith Games
Doragon Entertainment
Coilworks
Rob Howland
Crystal Shard
Pyxel Arts
ZSK Progres s.c.
Independent Arts Software
"World-Loom,Nitreal"
David Amador
Bongfish GmbH
Creative Assembly
Tragnarion Studios
Cranberry Production
Eversim
Artifex Mundi
Jarhead Games
Nikita
K-D Lab
CrioLand
Plastic Reality Technologies
WZOGI
Apeiron
Nemoria Entertainment
Opus
DigiFX Interactive
"Vanguard Games,343 Industries"
XGen Studios
Leadwerks Software
Frozen Yak Entertainment
Gamebell Studio
TML-Studios
"Stephane Valverde,Leslie Valverde"
Inmatrix LTD
Ubisoft - San Franciscos
Niels Bauer Games
Quantized Bit
Krita Foundation
Broken Rules
Humongous Entertainment
DL Softworks
Gogii Games
Astral Byte Ltd.
Mad Otter Games
Digital Tentacle
DMD Enterprise
9heads Game Studios
Games Up
Altar Interactive
"Saturn-plus,Orion"
Creat Studio
DVS
"Sir-Tech,Madlab Software"
Slitherine Ltd.
Farsky Interactive
"Play, Silden"
Black Cactus
Somi
Dirigo Games
Aartform Games
Supersonic Software
Gremlin Interactive
Eutechnyx
Hippomancer
Ubisoft Montréal
Ticonblu
souvenir circ.
Eko Software
Wingware
Abstraction Games
"Croteam,Alligator Pit"
Hella Games Entertainment
GRIP Digital s.r.o.
Whole Hog Games
Windybeard
Minor Key Games
Digital Happiness
Eldon Harris
Carlo D'Apostoli Projects
Volition Inc.
Puny Human
"SmiteWorks USA, LLC"
Fistful of Frags Team
Steve Jarman
Kerberos Productions Inc.
"BitMonster, Inc."
Bedtime Digital Games
"Nova Dimension,Naga Entertainment"
Mimimi Productions
b-alive gmbh
Gamepires
Dancing Dragon Games
Last Limb LLC
Witan Entertainment
The Behemoth
Arberth Studios
Enter Skies
Liquid Flower
Casual Brothers
Graviteam
Forever Entertainment S. A.
Gamatic
Alawar Entertainment
Stage Clear Studios
Hypercane Studios
Psydra Games LLC
Keybol
Supergiant Games
"神奈川電子技術研究所,EXTREME"
Nabi Studios
Dark Gaia Studios
RosePortal Games
Peoleo Entertainment
Evilized Productions
"Rusty Moyher,Shaun Inman,Matt Grimm"
Appmania/i-Free
Milkstone Studios
SkyRiver Studios
KADOKAWA GAMES / GRASSHOPPER MANUFACTURE
Étienne Périn
Myrtilus Entertainment
Koalabs
"Adam Saltsman,Robin Arnott"
Schulenburg Software
Graveck
QUByte Interactive
KOG
Artem Kotov
Visual Entertainment And Technologies
Endnight Games Ltd
Over The Moon
Sport1 GmbH
Arctic Anteater
Wastelands Interactive
Wild Games Studio
Uppercut Games Pty Ltd
"Alawar,Mirball Games"
Owl Cave
Evolutionary Games
Phosphor Games Studio
Exkee
ovos
Stage 2 Studios
"Michael Todd Games,Yazar Media Group LLC"
"TREND, Soft Pro"
Microblast Games
SmashGames
"Trend, Soft-Pro"
"10th Art Studio,Adventure Productions"
Gunnar Games
Gojira
Anthony Case
3f Interactive
Heydeck Games
Sakura River Interactive
Unfinished Pixel
Spiders Studio
Lost Decade Games
MURA Interactive
North Side
Goldhawk Interactive
tequibo
Crazy Moo Games
Peter Cleary
"Future Games,Unknown Identity"
Parseh Game Studio
Choice of Games
Silesia Games Sp. z o.o.
BlackMoon Design
Cyanide Studio
Stoic
Nano Games
"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
MEGAFUZZ
"oeFun, Inc."
rdein
SleepNinja Games
Game Dev Castle
Endless Loop Studios
Hailstorm Games
Wax Lyrical Games
"Sideline Amusements,Gonzo Games"
Crunching Koalas
Shaman Games Studio
Two Desperados
Microprose
Really Slick
Galhmac Game Studio
HandMade Game
Cryo Interactive
Laminar Research
Fixpoint Productions Ltd.
"XIAOYAO,BetaSparkUK"
Red Meat Games
Subvert Games
EVGA
Adam Spragg
WayForward Technologies Inc.
Lemondo Entertainment
Highcastle Studios
Bernt Andreas Eide
Nerd Monkeys®
Paul Marrable
Celestial Games
MagicIndie
ShaunTWilliams
Hearthfire Studios
JumpCore Productions
FobTi interactive
"Tom Stoffel,Puny Human"
Gato Salvaje S.L.
"ViewApp,MR-Software GbR"
"Alan Hazelden,Harry Lee"
New Reality Games
Up Multimedia
GalaxyTrail
"FromSoftware, Inc"
Nom Nom Games
"Max Gaming Technologies, LLC"
Tribe Studios
"JCR Soft Co., Ltd"
Moonshot Games
Isotope 244 LLC
"Trion Worlds, Inc."
The Lordz Games Studio
Nerdook Productions
Fireproof Games
DragonSix
Elliptic Games
"Elliptic Games,John Robert Matz"
"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev"
V-Axys
N94Games
Masthead Studios Ltd
Narrow Monolith
Sinclair Strange
Free Lives
Keen Games
Little Worlds Interactive
Night Node
Childish Things
FrameLineNetwork Kft.
gnifrebel Games UG
MADia Entertainment
Lonely Troops
Evil Twin Artworks
88mm
Ennoble Studios
A Jolly Corpse
ShaunJS
"Dan  Walters,Ceri Williams"
Nowhere Studios
Big Pixel Studios
Duaik Entretenimento
Teyon
Pictopotamus
Freedom Factory
GamePrix
Idigicon
VR Designs
Enitvare
"KOEI TECMO GAMES CO., LTD."
Cuve Games
DrinkBox Studios
Chromatic Dream
The Men Who Wear Many Hats
Zojoi
Excalibur
Orion Games
Colossal Games
Asylum entertainment
Wonderful Tree Studio
Net Games Laboratory
"RichMakeGame,Colin Northway"
Interbellum team
SkyGoblin
GammaLateral
"Capybara Games,6955"
4A Games
Gabriel Priske
"Gabriel Priske,Luke Thomas"
Xaviant
YorkshireRifles
Tin Man Games
Social Loner Studios
Kardfy Studios
Nine Dots Studio
Psychotic Psoftware
Aldorlea Games
Wyrmbyte
"Darius Bode,Barbara Bode"
Gugila
Rasmus Ljunggren
BS1 &amp; BSL Team
Snack Games
Arkavi Studios
VisualArts/Key
Lucid Games Ltd
Shortbreak Studios s.c.
Ripatti Software
REMIMORY
One-bit Punch
electrolyte
"CyberConnect2 Co., Ltd."
Trickster Arts
Sonalysts Combat Simulations
Brain Bombers
"Gravvit Ltd,Forbes  Consult Ltd"
MAGIX Software GmbH
Fledermaus
"Gravvit Ltd,Forbes Consult Ltd"
AMPLITUDE Studios
Ankama Studio
Starfish-SD Inc
Terri Vellmann
Maus Software
Dynamic Games
Artery Games
The Domaginarium
Irongames Studio
OVERDRIVE
"Mindware Co.,Ltd."
Tasty Stewdios LLC
ChessBase
"Sujin Ri,Marcos Arroyo,Seona Lee,Somi Lee,Sohyeon Jeon"
CreativeForge Games
WaterMelon
Housemarque
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
Final Boss Entertainment
Jesse Makkonen
Biart Company LLC
Moonrise Interactive
"Holden Boyles,Ciprian Stanciu"
Grundislav Games
Magnitude 3
"Magenta Factory,过路乐师A"
Papaya Studio
High Impact Games
Gamestar
Disney Interactive
Walk Thru Walls Studios
"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
Sunside Inc
URSE Games
Artefacts Studio
Chicken in The Corn
Tango Gameworks
Alkemi
Green Lava Studios
"David Hensley,Alex Quick"
"Harmonix Music Systems, Inc"
Game-Labs
TiconBlu
Codemasters
SmallGreenHill
Proton Studio Inc
Samurai Punk
CBE software s.r.o.
Carenado
Ino-Co Plus
Super Icon Ltd
"Skyhook Games,Dovetail Games"
Midnart
N-Game Studios
Freehold Games
Odin Game Studio
Damaged
Cross Eaglet
Propelled Bird Software
Lexis Numerique
"Expansive Worlds,Avalanche Studios"
Keys of Nine Entertainment
Terrible Posture Games
Patrice Meneguzzi
David Szymanski
"DotEmu,DreamForge Intertainment"
Rezoner
Attract Mode Games
Entrada Interactive LLC
Gl33k
Key17 Games
OKAM Studio
Netmin Games
"Nicalis, Inc."
Sumo Digital Ltd
Four Lights
Mind Crew
TNT Team
Ozark Softscape
"Accolade, Inc"
Good Games
alpha six productions
WINGED SAKURA GAMES
ILIKESCIFI Games
Bulwark Studios
Sascha Hartleb
Sunlight Games
ONE MORE LEVEL
Sean Han Tani
Moondrop
Frima Studio
Nexus Game Studios
Timeslip Softworks
Naiad Entertainment LLC
"TT Games,Feral Interactive (Mac)"
Mykhail Konokh
"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
Tavern Games
"Upper One Games,E-Line Media"
Z-Software
Infinity Plus 2
WhiteMoon Dreams
Quaternion Studio
Studio Whisky Tango Inc.
Bacon Bandit Games
"Romenics,Artaani,Riya"
VIS - Visual Imagination Software
On Target Simulations
Fayju
The Game Creators
immersionFX
Badland Studio
Wolverine Studios
Daniel Gill
Red Hedgehog
Dekovir Entertainment
Axis Game Factory
Torn Banner Studios
Hot Lava
MoeNovel
Sam Albon
Portalarium
Dreampainters Software
Archetype Global
NexyMedia
"CD PROJEKT RED,Can Explode"
Forge Reply srl
Orange_Juice
Grynsoft
Kylotonn Entertainment
Earthworm Games
Neon Serpent LLC
Causal Bit Games Inc.
Zoetrope Interactive
Inertia Game Studios
Alternative Software Ltd
Gamious
Vortal Storm
Kylotonn
"Dejobaan Games, LLC,Popcannibal"
blamedrop
Tikipod Ltd
Benjamin Bryant
Rob Lach
Chessbase
Great War Team
Light Echo
KintoGames
KURONEKO SOFT
vertex4 entertainment ltd.
Dingaling
DigitalWorldEntertainment
Digital Confectioners
BlankMediaGames
Paper Games
Flat Earth Games
AAD Productions
Widdly 2 Diddly
Actual Tools
Black Shell Games
"BadFly Interactive, a.s."
WisdomTools
Dodge Roll
Kojima Productions
DoubleDutch Games
Duelboot
Hex Keep
Shumkov Dmitriy
XPEC Entertainment Inc.
Blue Label Studio
InsGames
RobTop Games
1C Wireless
Colonthree Enterprises
Dimmdrive Inc.
TRI.G
"Forthright Casual Games,Beyond-Limits-Games"
Peter Hrdy
Johan Aronsson
Nooner Bear Studio
"Andre Chagas Silva,Anthony Septim"
Snails Animation
MeDungeon Ltd.
Camel 101
Breaking Fourth
InvertMouse
Eagle Dynamics
HCP Games
Sean Davy
Swagabyte Games
Coldwood Interactive
Spiderweb Software
Orangepixel
Nyamyam
Mårten Jonsson
Uniworlds Game Studios
"Levels or Lives,Super Fun Games"
"Amaranth Games, LLC"
"Sledgehammer Games,Raven Software"
Kisareth Studios
Union Workshop
HuniePot
Cat5Games
Gamesare
Fancy Fish Games
"Lion Game Lion,OVERKILL - a Starbreeze Studio."
Andy Wallace
Eat Create Sleep
"Nanmo (Takayuki Yanagihara) @ FullPowerSideAttack.com,sanodg (Nobuyoshi Sano)"
"Andy Wallace,Nathaniel Chambers"
Beam Team Games
Deck13
Ivy Games LLC
MKLab
"2K Australia,Gearbox Software,Aspyr (Mac, Linux)"
Autumn Moon
Charybdis Ltd
Nevosoft
DoubleBear Productions
roseVeRte
Machine 22
Encryptique
Spark Plug Games
"Mikeypoo's Games,Roger Levy"
Pastagames
Animu Game
Rock Paper Games
SERIOUS*IMPACT WORKS
Moonlight Mouse
Alientrap
Philip Royer
Back To Basics Gaming
Aegon Games
Juniper Games
Handelabra Games Inc.
Doyodo
MovingBlocks
Endgame Studios
Smoodlez
Mayhem Games USA
2SD
Failbetter Games
Emmanuel Salva Cruz
AGO Games
The Bitfather
Mad Ram Software
Felix Wunderlich
Geek Sloth Games
Shifty Chair Games
Dennis Esie
Maltakreuz
Morozov Sergey
AvrDragon
DragonHead Studio
Lunagames
Sinister
Thrillion
Chaphat
Atmosphere Entertainment Studios
"MPR ART Hallucinations,Roger Levy"
Don Whitaker
FarSpace Studios
"FarSpace Studios,Andrew Lloyd"
LiveItGames LLC
Hyper Hippo Games
Battenberg Software
Red Herring Labs
Defiant Development
Brucefilm
Pringo Dingo Games
"Dennaton Games,Dayjob Studio"
Auroch Digital
"New Life Interactive, LLC"
"Flashback Games,The Lordz Games Studio"
Glass Bottom Games
Spasman Games
OhNoo Studio
FourbitFriday
Rainbow Games
Lawrence Russell
Mixamo
Chocolate Liberation Front
"Flat Earth Games,Epiphany Games"
